cla_age_5,sexe,dept,Ntop,Npop,prev,Niveau prioritaire,no2,o3,pm10
40-44,1,77,,44370,,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,95,20.0,40290,0.04,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,0,120.0,395100,0.031,3,,,
40-44,2,75,,73390,,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,2,77,20.0,48020,0.033,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,2,92,,59330,,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,94,10.0,47560,0.029,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,9,77,30.0,92390,0.028,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,9,78,20.0,97160,0.019,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,9,91,20.0,85230,0.026,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,9,95,30.0,82600,0.031,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,93,40.0,50540,0.075,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,75,30.0,72340,0.047,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,77,20.0,50360,0.046,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,93,20.0,51130,0.041,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,94,20.0,47030,0.038,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,2,0,180.0,417080,0.044,3,,,
45-49,9,75,80.0,142630,0.057,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,9,77,60.0,97180,0.058,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,9,92,40.0,109520,0.039,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,75,80.0,66170,0.127,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,92,50.0,48500,0.111,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,94,80.0,42450,0.186,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,75,70.0,71500,0.099,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,91,30.0,43750,0.069,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,95,30.0,41230,0.078,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,9,75,160.0,137670,0.113,3,36.11232876712329,29.65205479452055,34.893150684931506
50-54,9,0,890.0,784370,0.113,3,,,
55-59,1,77,110.0,41390,0.254,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,95,90.0,35640,0.252,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,77,100.0,43240,0.227,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,78,70.0,45890,0.144,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,2,94,80.0,42420,0.189,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,95,60.0,39000,0.162,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,9,0,1480.0,712300,0.208,3,,,
60-64,1,77,170.0,35490,0.49,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,91,130.0,31230,0.42,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,190.0,36090,0.538,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,75,170.0,61100,0.27,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,2,92,110.0,41290,0.264,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,80.0,40080,0.192,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,95,90.0,33430,0.254,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,9,75,390.0,112960,0.348,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,9,77,260.0,73690,0.346,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,9,95,210.0,63800,0.329,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,75,300.0,49690,0.602,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,77,210.0,31710,0.653,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,94,180.0,27870,0.632,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,77,100.0,34230,0.292,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,94,110.0,32510,0.329,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,95,80.0,28610,0.273,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,0,930.0,292190,0.319,3,,,
65-69,9,75,540.0,109750,0.49,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,9,78,290.0,68590,0.429,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,9,91,270.0,57690,0.459,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,9,92,310.0,68590,0.445,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,9,93,320.0,63480,0.506,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,9,94,280.0,60380,0.469,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,9,95,250.0,54890,0.454,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,77,180.0,23010,0.765,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,92,180.0,25080,0.73,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,92,110.0,29800,0.379,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,95,60.0,20380,0.294,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,0,750.0,225250,0.332,3,,,
70-74,9,75,500.0,90510,0.554,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,9,77,240.0,47810,0.506,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,9,78,260.0,55190,0.462,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,9,91,210.0,45310,0.455,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,75,210.0,27370,0.753,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,78,120.0,17890,0.676,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,91,100.0,14570,0.693,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,0,1020.0,133440,0.762,3,,,
75-79,2,77,50.0,17090,0.31,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,91,60.0,17820,0.326,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,92,80.0,21860,0.348,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,94,50.0,18550,0.291,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,2,0,570.0,162630,0.349,3,,,
75-79,9,75,390.0,62840,0.616,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,9,77,170.0,31680,0.549,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,9,0,1580.0,296070,0.535,3,,,
80-84,1,75,120.0,19850,0.579,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,92,90.0,13730,0.641,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,0,740.0,101450,0.728,3,,,
80-84,2,75,100.0,29610,0.344,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,77,50.0,15480,0.297,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,2,91,50.0,16020,0.293,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,93,40.0,15440,0.265,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,95,40.0,13080,0.275,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,9,78,160.0,32560,0.501,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,9,91,140.0,27770,0.493,3,28.649315068493152,34.536986301369865,30.945205479452056
80-84,9,92,170.0,34100,0.487,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,9,95,120.0,22180,0.523,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,77,30.0,6500,0.477,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,40.0,8470,0.496,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,93,30.0,6440,0.419,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,0,340.0,64530,0.528,3,,,
85-89,2,75,80.0,24600,0.317,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,91,30.0,11890,0.244,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,9,77,50.0,18490,0.254,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,9,78,80.0,23040,0.33,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,9,91,70.0,19060,0.346,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,9,95,40.0,16150,0.248,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,75,30.0,6180,0.405,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,77,10.0,2580,0.426,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,91,10.0,2670,0.412,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,20.0,4340,0.368,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,95,,5660,,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,9,75,50.0,21330,0.253,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,9,92,40.0,14680,0.259,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,93,20.0,8180,0.245,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,94,,730,,3,33.66027397260274,31.40821917808219,33.74520547945205
95et+,2,75,,6560,,3,36.11232876712329,29.65205479452055,34.893150684931506
95et+,2,94,,3010,,3,33.66027397260274,31.40821917808219,33.74520547945205
95et+,9,75,10.0,8320,0.144,3,36.11232876712329,29.65205479452055,34.893150684931506
95et+,9,77,,3310,,3,30.12328767123288,35.38904109589041,33.2054794520548
95et+,9,91,,3330,,3,28.649315068493152,34.536986301369865,30.945205479452056
95et+,9,94,,3740,,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,92,1000.0,721730,0.139,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,75,1240.0,1117200,0.111,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,9,91,1400.0,1259350,0.111,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,9,92,1760.0,1544760,0.114,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,75,,54950,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,1,78,,47390,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,1,92,,54510,,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,93,,65180,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,2,77,,44310,,3,30.12328767123288,35.38904109589041,33.2054794520548
00-04,2,0,,388510,,3,,,
00-04,9,75,,107520,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,9,77,,91030,,3,30.12328767123288,35.38904109589041,33.2054794520548
00-04,9,78,,92150,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,9,92,,106070,,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,9,93,,127000,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,9,94,,93090,,3,33.66027397260274,31.40821917808219,33.74520547945205
00-04,9,95,,91210,,3,31.115068493150684,35.342465753424655,33.05205479452055
00-04,9,0,,796540,,3,,,
05-09,1,77,,49390,,3,30.12328767123288,35.38904109589041,33.2054794520548
05-09,1,78,,50090,,3,27.378082191780823,35.106849315068494,31.126027397260277
05-09,1,94,,45070,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,78,,47150,,3,27.378082191780823,35.106849315068494,31.126027397260277
05-09,2,95,,44150,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,1,77,,46420,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,1,78,,47760,,3,27.378082191780823,35.106849315068494,31.126027397260277
10-14,1,93,,52800,,3,35.93150684931507,32.013698630136986,34.78904109589041
10-14,1,94,,40860,,3,33.66027397260274,31.40821917808219,33.74520547945205
10-14,2,77,,45230,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,2,78,,46160,,3,27.378082191780823,35.106849315068494,31.126027397260277
10-14,2,92,,44830,,3,33.57260273972603,31.04383561643836,33.69315068493151
10-14,2,93,,50290,,3,35.93150684931507,32.013698630136986,34.78904109589041
10-14,2,95,,40020,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,9,93,,103090,,3,35.93150684931507,32.013698630136986,34.78904109589041
10-14,9,95,,82020,,3,31.115068493150684,35.342465753424655,33.05205479452055
15-19,1,78,,44390,,3,27.378082191780823,35.106849315068494,31.126027397260277
15-19,1,0,,332060,,3,,,
15-19,2,77,,43330,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,2,93,,46190,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,2,0,,334830,,3,,,
15-19,9,77,,86420,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,9,93,,91420,,3,35.93150684931507,32.013698630136986,34.78904109589041
20-24,1,91,,34420,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,1,95,,32460,,3,31.115068493150684,35.342465753424655,33.05205479452055
20-24,1,0,,301800,,3,,,
20-24,2,78,,42670,,3,27.378082191780823,35.106849315068494,31.126027397260277
20-24,2,92,,44710,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,2,93,,46720,,3,35.93150684931507,32.013698630136986,34.78904109589041
20-24,2,95,,37660,,3,31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,0,,360420,,3,,,
20-24,9,91,,73700,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,9,92,,82500,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,9,93,,86010,,3,35.93150684931507,32.013698630136986,34.78904109589041
20-24,9,94,,74200,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,9,0,10.0,662220,0.002,3,,,
25-29,1,77,,38980,,3,30.12328767123288,35.38904109589041,33.2054794520548
25-29,1,91,,37560,,3,28.649315068493152,34.536986301369865,30.945205479452056
25-29,2,75,,114740,,3,36.11232876712329,29.65205479452055,34.893150684931506
25-29,2,78,,45080,,3,27.378082191780823,35.106849315068494,31.126027397260277
25-29,2,95,,43850,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,2,0,10.0,465760,0.003,3,,,
25-29,9,93,,107190,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,9,94,,92170,,3,33.66027397260274,31.40821917808219,33.74520547945205
25-29,9,0,20.0,842500,0.002,3,,,
30-34,1,77,,41230,,3,30.12328767123288,35.38904109589041,33.2054794520548
30-34,1,93,,51690,,3,35.93150684931507,32.013698630136986,34.78904109589041
30-34,1,94,,43150,,3,33.66027397260274,31.40821917808219,33.74520547945205
30-34,2,0,20.0,463900,0.005,3,,,
30-34,9,75,,180950,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,9,92,,117210,,3,33.57260273972603,31.04383561643836,33.69315068493151
35-39,1,92,,54770,,3,33.57260273972603,31.04383561643836,33.69315068493151
35-39,2,95,,46000,,3,31.115068493150684,35.342465753424655,33.05205479452055
35-39,9,75,,154300,,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,9,77,,93780,,3,30.12328767123288,35.38904109589041,33.2054794520548
35-39,9,91,,85640,,3,28.649315068493152,34.536986301369865,30.945205479452056
35-39,9,94,,95960,,3,33.66027397260274,31.40821917808219,33.74520547945205
35-39,9,0,50.0,843690,0.006,3,,,
40-44,1,92,,53370,,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,94,,44520,,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,77,,48020,,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,2,91,,43600,,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,2,92,,59330,,3,33.57260273972603,31.04383561643836,33.69315068493151
40-44,9,77,10.0,92390,0.014,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,9,78,10.0,97160,0.014,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,9,95,,82600,,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,78,10.0,48840,0.023,3,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,91,,42640,,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,92,,52020,,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,93,,50540,,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,0,70.0,394760,0.017,3,,,
45-49,9,91,10.0,87900,0.013,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,78,20.0,47050,0.038,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,95,20.0,38570,0.041,3,31.115068493150684,35.342465753424655,33.05205479452055
50-54,9,94,60.0,88900,0.07,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,77,50.0,41390,0.111,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,2,78,40.0,45890,0.081,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,9,0,690.0,712300,0.097,3,,,
60-64,1,75,100.0,51860,0.197,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,92,70.0,34430,0.195,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,0,620.0,286710,0.216,3,,,
60-64,2,77,70.0,38210,0.17,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,78,60.0,39340,0.14,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,92,60.0,41290,0.153,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,60.0,40080,0.142,3,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,94,50.0,36260,0.127,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,9,92,130.0,75710,0.172,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,9,94,120.0,68450,0.169,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,9,0,1090.0,609760,0.179,3,,,
65-69,1,75,160.0,49690,0.322,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,92,120.0,31190,0.382,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,94,90.0,27870,0.316,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,0,860.0,257100,0.333,3,,,
65-69,2,75,120.0,60060,0.206,3,36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,70.0,36300,0.187,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,9,77,190.0,65940,0.288,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,9,78,170.0,68590,0.245,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,9,91,140.0,57690,0.236,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,9,92,190.0,68590,0.271,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,9,0,1400.0,549290,0.256,3,,,
70-74,1,77,110.0,23010,0.487,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,1,93,100.0,22530,0.431,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,90.0,21480,0.41,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,2,75,140.0,49820,0.283,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,77,40.0,24800,0.157,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,92,70.0,29800,0.228,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,9,77,150.0,47810,0.316,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,9,92,180.0,54880,0.326,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,91,80.0,14570,0.528,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,93,80.0,15020,0.559,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,75,110.0,35480,0.31,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,77,40.0,17090,0.211,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,2,78,40.0,20910,0.21,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,2,94,40.0,18550,0.232,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,2,0,390.0,162630,0.237,3,,,
75-79,9,75,260.0,62840,0.407,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,9,77,120.0,31680,0.376,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,9,94,120.0,33150,0.35,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,77,60.0,10840,0.535,3,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,92,80.0,13730,0.583,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,0,510.0,101450,0.506,3,,,
80-84,2,78,40.0,18690,0.187,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,92,50.0,20370,0.26,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,93,30.0,15440,0.175,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,94,30.0,17700,0.192,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,9,75,190.0,49460,0.392,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,9,94,90.0,29190,0.315,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,77,40.0,6500,0.538,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,40.0,8470,0.46,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,91,40.0,7170,0.572,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,78,40.0,14570,0.275,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,2,92,30.0,17370,0.184,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,94,30.0,14110,0.22,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,9,75,120.0,37830,0.32,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,9,78,80.0,23040,0.343,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,9,95,50.0,16150,0.322,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,9,0,590.0,181240,0.324,3,,,
90-94,1,94,,3160,,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,95,20.0,2200,0.682,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,2,75,30.0,15150,0.172,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,93,10.0,5790,0.207,3,35.93150684931507,32.013698630136986,34.78904109589041
90-94,9,78,30.0,11750,0.221,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,9,92,30.0,14680,0.204,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,93,30.0,8180,0.306,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,94,,730,,3,33.66027397260274,31.40821917808219,33.74520547945205
95et+,2,75,,6560,,3,36.11232876712329,29.65205479452055,34.893150684931506
95et+,2,93,,2010,,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,0,40.0,26410,0.133,3,,,
95et+,9,77,,3310,,3,30.12328767123288,35.38904109589041,33.2054794520548
95et+,9,92,10.0,5440,0.221,3,33.57260273972603,31.04383561643836,33.69315068493151
95et+,9,93,,2560,,3,35.93150684931507,32.013698630136986,34.78904109589041
95et+,9,95,,2620,,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,75,910.0,973800,0.093,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,91,520.0,602920,0.086,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,92,620.0,721730,0.086,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,78,410.0,735600,0.056,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,95,290.0,632340,0.046,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,9,93,940.0,1526210,0.061,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,75,2780.0,24600,11.279,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,78,1650.0,14570,11.314,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
85-89,9,93,2590.0,18200,14.235,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
85-89,9,95,2110.0,16150,13.046,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,91,380.0,2670,14.157,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,590.0,4340,13.516,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,77,830.0,6600,12.54,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,78,900.0,8200,10.917,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,94,940.0,7780,12.028,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
90-94,2,0,7680.0,66080,11.616,"1,2,3",,,
90-94,9,75,2470.0,21330,11.593,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
90-94,9,77,1270.0,9180,13.819,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
90-94,9,93,1100.0,8180,13.501,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
90-94,9,94,1390.0,10940,12.715,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
90-94,9,0,11530.0,93150,12.381,"1,2,3",,,
95et+,1,75,210.0,1760,12.194,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,77,110.0,690,16.279,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,92,150.0,1100,13.934,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
95et+,1,93,80.0,550,15.273,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,91,300.0,2670,11.165,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,9,75,910.0,8320,10.979,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
95et+,9,77,450.0,3310,13.682,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
95et+,9,78,430.0,3990,10.763,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
95et+,9,91,400.0,3330,12.15,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
95et+,9,94,420.0,3740,11.221,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,77,36070.0,649130,5.556,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,29360.0,602920,4.87,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,93,39620.0,734050,5.397,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,95,30200.0,578700,5.219,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,91,30600.0,656430,4.661,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,93,42050.0,792170,5.308,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,95,32090.0,632340,5.074,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
tsage,9,75,93420.0,2091000,4.468,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,92,2040.0,17370,11.726,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,94,1700.0,14110,12.039,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,95,1270.0,10420,12.15,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,0,13870.0,116710,11.883,"1,2,3",,,
85-89,9,75,4490.0,37830,11.858,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
85-89,9,92,3250.0,26780,12.135,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
85-89,9,94,2810.0,21690,12.939,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
