cla_age_5,sexe,dept,Ntop,Npop,prev,Niveau prioritaire,no2,o3,pm10
15-19,2,91,,38350,,3,28.649315068493152,34.536986301369865,30.945205479452056
15-19,2,94,,36970,,3,33.66027397260274,31.40821917808219,33.74520547945205
15-19,2,0,,334830,,3,,,
15-19,9,91,,76470,,3,28.649315068493152,34.536986301369865,30.945205479452056
15-19,9,92,,83440,,3,33.57260273972603,31.04383561643836,33.69315068493151
15-19,9,95,,74590,,3,31.115068493150684,35.342465753424655,33.05205479452055
20-24,1,92,,37790,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,1,93,,39280,,3,35.93150684931507,32.013698630136986,34.78904109589041
20-24,1,95,,32460,,3,31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,77,,41470,,3,30.12328767123288,35.38904109589041,33.2054794520548
20-24,2,91,,39280,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,2,93,,46720,,3,35.93150684931507,32.013698630136986,34.78904109589041
20-24,2,94,,40550,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,9,92,,82500,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,9,93,,86010,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,1,75,,89440,,3,36.11232876712329,29.65205479452055,34.893150684931506
25-29,1,77,,38980,,3,30.12328767123288,35.38904109589041,33.2054794520548
25-29,1,91,,37560,,3,28.649315068493152,34.536986301369865,30.945205479452056
25-29,1,92,,48440,,3,33.57260273972603,31.04383561643836,33.69315068493151
25-29,1,94,,40820,,3,33.66027397260274,31.40821917808219,33.74520547945205
25-29,1,95,,35430,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,2,75,,114740,,3,36.11232876712329,29.65205479452055,34.893150684931506
25-29,2,78,,45080,,3,27.378082191780823,35.106849315068494,31.126027397260277
25-29,2,91,,44610,,3,28.649315068493152,34.536986301369865,30.945205479452056
25-29,2,94,,51350,,3,33.66027397260274,31.40821917808219,33.74520547945205
25-29,2,95,,43850,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,9,77,,85330,,3,30.12328767123288,35.38904109589041,33.2054794520548
25-29,9,78,,83770,,3,27.378082191780823,35.106849315068494,31.126027397260277
25-29,9,91,,82160,,3,28.649315068493152,34.536986301369865,30.945205479452056
25-29,9,92,,108410,,3,33.57260273972603,31.04383561643836,33.69315068493151
25-29,9,95,,79280,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,9,0,20.0,842500,0.002,3,,,
30-34,1,77,,41230,,3,30.12328767123288,35.38904109589041,33.2054794520548
30-34,1,93,,51690,,3,35.93150684931507,32.013698630136986,34.78904109589041
30-34,2,75,,96070,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,2,91,,45930,,3,28.649315068493152,34.536986301369865,30.945205479452056
30-34,2,92,,63920,,3,33.57260273972603,31.04383561643836,33.69315068493151
30-34,2,93,,62110,,3,35.93150684931507,32.013698630136986,34.78904109589041
30-34,9,93,,113790,,3,35.93150684931507,32.013698630136986,34.78904109589041
30-34,9,94,,95930,,3,33.66027397260274,31.40821917808219,33.74520547945205
30-34,9,0,40.0,855960,0.004,3,,,
35-39,1,92,,54770,,3,33.57260273972603,31.04383561643836,33.69315068493151
35-39,2,77,,50210,,3,30.12328767123288,35.38904109589041,33.2054794520548
35-39,2,91,,45440,,3,28.649315068493152,34.536986301369865,30.945205479452056
35-39,2,95,,46000,,3,31.115068493150684,35.342465753424655,33.05205479452055
35-39,9,94,,95960,,3,33.66027397260274,31.40821917808219,33.74520547945205
35-39,9,95,,86760,,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,78,10.0,46970,0.023,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,1,91,10.0,41630,0.029,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,93,20.0,52710,0.032,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,94,20.0,44520,0.047,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,78,,50180,,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,9,93,30.0,106030,0.027,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,9,0,210.0,812810,0.026,3,,,
45-49,1,75,50.0,70290,0.067,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,91,20.0,42640,0.056,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,92,30.0,52020,0.048,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,94,40.0,43790,0.085,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,95,30.0,39810,0.075,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,9,95,50.0,81380,0.064,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,9,0,450.0,811840,0.055,3,,,
50-54,1,78,60.0,47050,0.134,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,1,91,50.0,42170,0.128,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,0,530.0,378680,0.139,3,,,
50-54,2,77,50.0,47700,0.113,3,30.12328767123288,35.38904109589041,33.2054794520548
50-54,2,78,50.0,50140,0.092,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,2,92,40.0,55260,0.076,3,33.57260273972603,31.04383561643836,33.69315068493151
50-54,2,93,40.0,49670,0.085,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,2,0,360.0,405690,0.088,3,,,
50-54,9,78,110.0,97190,0.112,3,27.378082191780823,35.106849315068494,31.126027397260277
50-54,9,93,120.0,97690,0.123,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,9,95,90.0,79800,0.107,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,75,130.0,59070,0.213,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,78,100.0,42510,0.226,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,91,90.0,38380,0.229,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,92,90.0,42390,0.208,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,94,90.0,38660,0.235,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,0,810.0,340400,0.239,3,,,
55-59,2,75,120.0,66250,0.175,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,2,91,80.0,40080,0.192,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,92,100.0,49090,0.196,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,9,75,240.0,125310,0.193,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,9,77,200.0,84630,0.24,3,30.12328767123288,35.38904109589041,33.2054794520548
55-59,9,92,180.0,91480,0.201,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,9,93,200.0,88300,0.226,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,9,94,170.0,81080,0.211,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,9,95,150.0,74640,0.205,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,75,230.0,51860,0.44,3,36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,92,150.0,34430,0.436,3,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,170.0,32200,0.519,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,2,77,80.0,38210,0.212,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,91,80.0,33350,0.246,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,2,94,100.0,36260,0.262,3,33.66027397260274,31.40821917808219,33.74520547945205
60-64,9,78,240.0,74390,0.325,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,9,92,260.0,75710,0.342,3,33.57260273972603,31.04383561643836,33.69315068493151
95et+,9,91,,3330,,3,28.649315068493152,34.536986301369865,30.945205479452056
95et+,9,94,,3740,,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,77,600.0,649130,0.092,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,93,590.0,734050,0.08,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,0,4770.0,5555800,0.086,3,,,
tsage,2,77,350.0,707370,0.049,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,2,91,330.0,656430,0.051,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,92,440.0,823030,0.054,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,93,350.0,792170,0.044,3,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,0,3330.0,6163560,0.054,3,,,
tsage,9,77,950.0,1356490,0.07,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,9,91,850.0,1259350,0.067,3,28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,75,,54950,,2,36.11232876712329,29.65205479452055,34.893150684931506
00-04,1,77,,46710,,2,30.12328767123288,35.38904109589041,33.2054794520548
00-04,1,78,,47390,,2,27.378082191780823,35.106849315068494,31.126027397260277
00-04,1,94,,47410,,2,33.66027397260274,31.40821917808219,33.74520547945205
00-04,9,77,,91030,,2,30.12328767123288,35.38904109589041,33.2054794520548
00-04,9,93,,127000,,2,35.93150684931507,32.013698630136986,34.78904109589041
05-09,1,75,,49550,,2,36.11232876712329,29.65205479452055,34.893150684931506
05-09,1,78,,50090,,2,27.378082191780823,35.106849315068494,31.126027397260277
05-09,1,94,,45070,,2,33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,94,,43220,,2,33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,95,,44150,,2,31.115068493150684,35.342465753424655,33.05205479452055
05-09,9,75,,97610,,2,36.11232876712329,29.65205479452055,34.893150684931506
05-09,9,92,,100790,,2,33.57260273972603,31.04383561643836,33.69315068493151
05-09,9,95,,90260,,2,31.115068493150684,35.342465753424655,33.05205479452055
10-14,1,94,,40860,,2,33.66027397260274,31.40821917808219,33.74520547945205
10-14,1,0,,365830,,2,,,
10-14,2,75,,45930,,2,36.11232876712329,29.65205479452055,34.893150684931506
10-14,2,77,,45230,,2,30.12328767123288,35.38904109589041,33.2054794520548
10-14,2,93,,50290,,2,35.93150684931507,32.013698630136986,34.78904109589041
10-14,2,94,,39100,,2,33.66027397260274,31.40821917808219,33.74520547945205
10-14,9,75,,93010,,2,36.11232876712329,29.65205479452055,34.893150684931506
10-14,9,77,,91650,,2,30.12328767123288,35.38904109589041,33.2054794520548
10-14,9,78,,93920,,2,27.378082191780823,35.106849315068494,31.126027397260277
10-14,9,95,,82020,,2,31.115068493150684,35.342465753424655,33.05205479452055
15-19,1,94,,36830,,2,33.66027397260274,31.40821917808219,33.74520547945205
15-19,2,75,,46590,,2,36.11232876712329,29.65205479452055,34.893150684931506
15-19,2,78,,44030,,2,27.378082191780823,35.106849315068494,31.126027397260277
15-19,2,91,,38350,,2,28.649315068493152,34.536986301369865,30.945205479452056
15-19,2,92,,41960,,2,33.57260273972603,31.04383561643836,33.69315068493151
15-19,2,94,,36970,,2,33.66027397260274,31.40821917808219,33.74520547945205
15-19,2,95,,37420,,2,31.115068493150684,35.342465753424655,33.05205479452055
15-19,9,77,,86420,,2,30.12328767123288,35.38904109589041,33.2054794520548
15-19,9,78,,88430,,2,27.378082191780823,35.106849315068494,31.126027397260277
15-19,9,95,,74590,,2,31.115068493150684,35.342465753424655,33.05205479452055
20-24,1,91,,34420,,2,28.649315068493152,34.536986301369865,30.945205479452056
20-24,1,0,10.0,301800,0.005,2,,,
20-24,2,95,,37660,,2,31.115068493150684,35.342465753424655,33.05205479452055
20-24,9,78,,80370,,2,27.378082191780823,35.106849315068494,31.126027397260277
20-24,9,93,,86010,,2,35.93150684931507,32.013698630136986,34.78904109589041
20-24,9,95,,70110,,2,31.115068493150684,35.342465753424655,33.05205479452055
25-29,1,78,,38690,,2,27.378082191780823,35.106849315068494,31.126027397260277
25-29,1,93,,47390,,2,35.93150684931507,32.013698630136986,34.78904109589041
25-29,1,95,,35430,,2,31.115068493150684,35.342465753424655,33.05205479452055
25-29,2,92,,59980,,2,33.57260273972603,31.04383561643836,33.69315068493151
25-29,2,93,,59800,,2,35.93150684931507,32.013698630136986,34.78904109589041
25-29,2,94,,51350,,2,33.66027397260274,31.40821917808219,33.74520547945205
25-29,9,75,,204180,,2,36.11232876712329,29.65205479452055,34.893150684931506
25-29,9,77,,85330,,2,30.12328767123288,35.38904109589041,33.2054794520548
25-29,9,91,,82160,,2,28.649315068493152,34.536986301369865,30.945205479452056
25-29,9,93,,107190,,2,35.93150684931507,32.013698630136986,34.78904109589041
30-34,1,95,,38840,,2,31.115068493150684,35.342465753424655,33.05205479452055
95et+,9,75,10.0,8320,0.132,3,36.11232876712329,29.65205479452055,34.893150684931506
95et+,9,78,,3990,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,9,0,60.0,33300,0.168,3,,,
tsage,1,78,570.0,674620,0.084,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,1,94,520.0,620860,0.084,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,450.0,578700,0.078,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,75,770.0,1117200,0.068,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,94,390.0,699410,0.055,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,9,75,1670.0,2091000,0.08,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,9,78,980.0,1410220,0.069,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,9,92,1060.0,1544760,0.069,3,33.57260273972603,31.04383561643836,33.69315068493151
tsage,9,94,910.0,1320270,0.069,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,9,95,740.0,1211040,0.061,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,9,0,8100.0,11719350,0.069,3,,,
30-34,2,92,,63920,,2,33.57260273972603,31.04383561643836,33.69315068493151
30-34,2,93,,62110,,2,35.93150684931507,32.013698630136986,34.78904109589041
30-34,9,75,20.0,180950,0.011,2,36.11232876712329,29.65205479452055,34.893150684931506
30-34,9,91,,84620,,2,28.649315068493152,34.536986301369865,30.945205479452056
30-34,9,95,,85440,,2,31.115068493150684,35.342465753424655,33.05205479452055
30-34,9,0,70.0,855960,0.008,2,,,
35-39,1,78,,44510,,2,27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,93,,54120,,2,35.93150684931507,32.013698630136986,34.78904109589041
35-39,1,95,,40760,,2,31.115068493150684,35.342465753424655,33.05205479452055
35-39,2,77,,50210,,2,30.12328767123288,35.38904109589041,33.2054794520548
35-39,2,78,10.0,50430,0.026,2,27.378082191780823,35.106849315068494,31.126027397260277
35-39,2,91,,45440,,2,28.649315068493152,34.536986301369865,30.945205479452056
35-39,9,91,10.0,85640,0.015,2,28.649315068493152,34.536986301369865,30.945205479452056
35-39,9,94,20.0,95960,0.02,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,77,10.0,44370,0.032,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,94,30.0,44520,0.056,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,77,30.0,48020,0.052,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,2,93,20.0,53320,0.028,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,9,77,40.0,92390,0.042,2,30.12328767123288,35.38904109589041,33.2054794520548
40-44,9,78,30.0,97160,0.033,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,77,40.0,46820,0.092,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,1,78,40.0,48840,0.08,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,1,91,30.0,42640,0.066,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,0,330.0,394760,0.084,2,,,
45-49,2,77,40.0,50360,0.07,2,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,78,30.0,51890,0.064,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,93,40.0,51130,0.072,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,2,94,30.0,47030,0.055,2,33.66027397260274,31.40821917808219,33.74520547945205
45-49,2,95,30.0,41570,0.079,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,2,0,270.0,417080,0.064,2,,,
45-49,9,75,100.0,142630,0.069,2,36.11232876712329,29.65205479452055,34.893150684931506
45-49,9,78,70.0,100730,0.071,2,27.378082191780823,35.106849315068494,31.126027397260277
45-49,9,94,70.0,90820,0.078,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,75,120.0,66170,0.183,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,93,100.0,48030,0.202,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,95,70.0,38570,0.179,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,75,100.0,71500,0.141,2,36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,77,80.0,47700,0.166,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,2,78,80.0,50140,0.15,2,27.378082191780823,35.106849315068494,31.126027397260277
50-54,2,91,50.0,43750,0.11,2,28.649315068493152,34.536986301369865,30.945205479452056
50-54,2,93,60.0,49670,0.127,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,9,77,160.0,93450,0.176,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,9,92,140.0,103760,0.133,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,9,93,160.0,97690,0.164,2,35.93150684931507,32.013698630136986,34.78904109589041
50-54,9,94,180.0,88900,0.206,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,77,150.0,41390,0.365,2,30.12328767123288,35.38904109589041,33.2054794520548
55-59,1,92,140.0,42390,0.321,2,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,180.0,42360,0.423,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,94,130.0,38660,0.336,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,2,93,110.0,45940,0.246,2,35.93150684931507,32.013698630136986,34.78904109589041
55-59,9,78,240.0,88400,0.269,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,9,94,240.0,81080,0.292,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,9,0,2170.0,712300,0.305,2,,,
60-64,1,78,230.0,35050,0.651,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,91,190.0,31230,0.618,2,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,280.0,36090,0.762,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,77,150.0,38210,0.382,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,2,78,150.0,39340,0.391,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,94,140.0,36260,0.389,2,33.66027397260274,31.40821917808219,33.74520547945205
60-64,2,0,1260.0,323050,0.391,2,,,
60-64,9,75,590.0,112960,0.518,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,9,77,400.0,73690,0.54,2,30.12328767123288,35.38904109589041,33.2054794520548
60-64,9,91,320.0,64580,0.5,2,28.649315068493152,34.536986301369865,30.945205479452056
60-64,9,0,3200.0,609760,0.524,2,,,
65-69,1,91,270.0,27290,0.997,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,1,94,260.0,27870,0.947,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,95,240.0,26280,0.913,2,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,0,2490.0,257100,0.967,2,,,
65-69,9,77,500.0,65940,0.754,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,9,91,400.0,57690,0.695,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,9,92,490.0,68590,0.716,2,33.57260273972603,31.04383561643836,33.69315068493151
65-69,9,94,440.0,60380,0.725,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,9,0,3970.0,549290,0.722,2,,,
70-74,1,77,290.0,23010,1.252,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,77,110.0,24800,0.423,2,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,92,180.0,29800,0.607,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,93,110.0,22680,0.467,2,35.93150684931507,32.013698630136986,34.78904109589041
70-74,2,94,150.0,24980,0.613,2,33.66027397260274,31.40821917808219,33.74520547945205
70-74,9,93,400.0,45210,0.891,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,75,350.0,27370,1.286,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,1,78,200.0,17890,1.107,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,94,190.0,14600,1.294,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,0,1710.0,133440,1.284,2,,,
75-79,2,75,290.0,35480,0.82,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,78,110.0,20910,0.517,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,2,91,90.0,17820,0.511,2,28.649315068493152,34.536986301369865,30.945205479452056
75-79,2,93,80.0,16540,0.508,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,2,94,100.0,18550,0.523,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,9,75,640.0,62840,1.023,2,36.11232876712329,29.65205479452055,34.893150684931506
75-79,9,92,340.0,39270,0.876,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,78,150.0,13870,1.103,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,91,150.0,11750,1.268,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,1,92,170.0,13730,1.224,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,95,130.0,9100,1.407,2,31.115068493150684,35.342465753424655,33.05205479452055
80-84,2,78,100.0,18690,0.546,2,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,91,80.0,16020,0.518,2,28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,92,130.0,20370,0.643,2,33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,93,70.0,15440,0.44,2,35.93150684931507,32.013698630136986,34.78904109589041
80-84,2,94,90.0,17700,0.503,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,0,800.0,146400,0.546,2,,,
80-84,9,75,410.0,49460,0.831,2,36.11232876712329,29.65205479452055,34.893150684931506
80-84,9,77,200.0,26320,0.768,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,94,90.0,7570,1.162,2,33.66027397260274,31.40821917808219,33.74520547945205
85-89,9,78,160.0,23040,0.673,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,9,92,190.0,26780,0.709,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,9,93,130.0,18200,0.709,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,9,95,90.0,16150,0.57,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,9,0,1230.0,181240,0.676,2,,,
90-94,1,91,20.0,2670,0.637,2,28.649315068493152,34.536986301369865,30.945205479452056
90-94,1,92,30.0,4340,0.714,2,33.57260273972603,31.04383561643836,33.69315068493151
90-94,9,77,40.0,9180,0.392,2,30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,93,,550,,2,35.93150684931507,32.013698630136986,34.78904109589041
95et+,1,0,40.0,6900,0.638,2,,,
95et+,2,75,10.0,6560,0.183,2,36.11232876712329,29.65205479452055,34.893150684931506
95et+,2,77,,2620,,2,30.12328767123288,35.38904109589041,33.2054794520548
95et+,2,78,,3130,,2,27.378082191780823,35.106849315068494,31.126027397260277
95et+,9,75,20.0,8320,0.277,2,36.11232876712329,29.65205479452055,34.893150684931506
95et+,9,0,100.0,33300,0.291,2,,,
tsage,1,77,1620.0,649130,0.249,2,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,92,1620.0,721730,0.225,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,2,75,2010.0,1117200,0.18,2,36.11232876712329,29.65205479452055,34.893150684931506
tsage,2,95,730.0,632340,0.116,2,31.115068493150684,35.342465753424655,33.05205479452055
tsage,9,78,2590.0,1410220,0.184,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,9,92,2830.0,1544760,0.183,2,33.57260273972603,31.04383561643836,33.69315068493151
tsage,9,94,2540.0,1320270,0.193,2,33.66027397260274,31.40821917808219,33.74520547945205
00-04,1,78,,47390,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,1,92,,54510,,3,33.57260273972603,31.04383561643836,33.69315068493151
00-04,1,94,,47410,,3,33.66027397260274,31.40821917808219,33.74520547945205
00-04,2,77,,44310,,3,30.12328767123288,35.38904109589041,33.2054794520548
00-04,2,78,,44760,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,2,93,,61820,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,9,77,,91030,,3,30.12328767123288,35.38904109589041,33.2054794520548
00-04,9,91,,88490,,3,28.649315068493152,34.536986301369865,30.945205479452056
00-04,9,0,,796540,,3,,,
05-09,1,75,,49550,,3,36.11232876712329,29.65205479452055,34.893150684931506
05-09,1,95,,46110,,3,31.115068493150684,35.342465753424655,33.05205479452055
05-09,2,91,,43540,,3,28.649315068493152,34.536986301369865,30.945205479452056
05-09,2,92,,49310,,3,33.57260273972603,31.04383561643836,33.69315068493151
05-09,2,94,,43220,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,0,,380000,,3,,,
05-09,9,92,,100790,,3,33.57260273972603,31.04383561643836,33.69315068493151
05-09,9,95,,90260,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,1,75,,47080,,3,36.11232876712329,29.65205479452055,34.893150684931506
10-14,1,77,,46420,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,1,91,,41920,,3,28.649315068493152,34.536986301369865,30.945205479452056
10-14,9,77,,91650,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,9,93,,103090,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,1,77,,43090,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,1,92,,41490,,3,33.57260273972603,31.04383561643836,33.69315068493151
15-19,1,94,,36830,,3,33.66027397260274,31.40821917808219,33.74520547945205
15-19,2,75,,46590,,3,36.11232876712329,29.65205479452055,34.893150684931506
15-19,2,95,,37420,,3,31.115068493150684,35.342465753424655,33.05205479452055
15-19,9,77,,86420,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,9,78,,88430,,3,27.378082191780823,35.106849315068494,31.126027397260277
15-19,9,93,,91420,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,9,0,,666890,,3,,,
20-24,1,78,,37700,,3,27.378082191780823,35.106849315068494,31.126027397260277
20-24,1,94,,33650,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,1,0,10.0,301800,0.004,3,,,
20-24,2,78,,42670,,3,27.378082191780823,35.106849315068494,31.126027397260277
20-24,2,92,,44710,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,2,95,,37660,,3,31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,0,,360420,,3,,,
20-24,9,77,,77460,,3,30.12328767123288,35.38904109589041,33.2054794520548
20-24,9,78,,80370,,3,27.378082191780823,35.106849315068494,31.126027397260277
20-24,9,94,,74200,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,9,95,,70110,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,1,93,,47390,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,1,0,10.0,376740,0.003,3,,,
25-29,9,93,,107190,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,9,94,,92170,,3,33.66027397260274,31.40821917808219,33.74520547945205
30-34,1,78,,40290,,3,27.378082191780823,35.106849315068494,31.126027397260277
30-34,1,91,,38690,,3,28.649315068493152,34.536986301369865,30.945205479452056
