cla_age_5,sexe,dept,prev,Niveau prioritaire,no2,o3,pm10
10-14,1,91,3.346,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
15-19,1,75,2.663,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
15-19,1,92,2.314,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
15-19,1,95,2.594,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
15-19,2,95,2.4,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
15-19,1,78,2.259,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
15-19,1,92,2.185,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
15-19,1,94,2.229,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
15-19,1,95,2.496,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
20-24,1,95,1.941,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
20-24,2,77,2.235,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
20-24,2,91,1.932,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
20-24,2,92,1.805,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
20-24,1,77,2.193,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
20-24,1,91,1.876,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
20-24,1,94,1.842,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
25-29,2,77,2.397,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
25-29,2,91,2.287,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
25-29,2,92,1.807,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
25-29,2,93,2.283,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
25-29,2,95,2.306,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
25-29,1,75,1.512,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
25-29,1,91,2.054,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
25-29,1,95,2.123,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,93,2.231,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
30-34,1,95,2.237,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
30-34,2,75,1.837,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
30-34,2,91,2.617,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
30-34,2,92,2.135,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
30-34,1,77,2.633,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
30-34,1,93,2.556,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
30-34,1,94,2.302,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
35-39,1,77,2.853,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
35-39,1,95,2.596,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
35-39,2,91,3.105,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
35-39,2,93,3.487,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
35-39,2,94,2.859,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
35-39,2,95,3.082,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
35-39,1,75,2.194,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,77,3.13,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
35-39,2,78,2.683,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,94,2.615,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
35-39,1,95,2.854,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,91,2.976,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,92,2.539,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
40-44,2,78,3.115,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,93,4.273,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,93,3.694,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,94,3.188,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,95,3.466,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,75,3.04,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,78,3.215,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
45-49,2,75,3.572,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,91,4.136,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,92,3.753,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,75,3.31,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,94,3.838,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,91,4.003,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,95,4.514,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,75,4.413,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
50-54,2,93,6.483,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
50-54,2,95,5.819,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,75,4.127,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
50-54,1,93,5.699,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,91,5.31,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,95,5.72,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,78,5.518,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,75,5.416,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,93,7.201,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,75,6.375,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,77,7.927,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,92,6.577,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,95,7.641,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,92,7.164,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,9.304,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,94,7.72,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,75,6.6,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
60-64,1,95,7.857,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,95,9.414,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,75,7.869,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
65-69,2,78,7.7,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,93,9.994,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,75,7.959,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
65-69,1,78,7.844,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
65-69,1,92,8.181,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
65-69,1,94,8.919,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,95,9.294,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,78,9.44,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,92,9.636,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,94,10.763,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,11.045,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,77,9.748,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,91,8.674,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,92,8.602,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,95,9.933,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,78,9.109,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,93,11.582,"1,2,3",35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,95,10.465,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,75,11.181,"1,2,3",36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,77,11.384,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,92,10.205,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,94,11.403,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,92,12.49,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
80-84,2,78,10.292,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,91,10.482,"1,2,3",28.649315068493152,34.536986301369865,30.945205479452056
80-84,2,95,12.034,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,92,11.412,"1,2,3",33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,77,15.534,"1,2,3",30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,13.158,"1,2,3",27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,94,14.616,"1,2,3",33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,95,14.677,"1,2,3",31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,95,0.651,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,78,0.275,3,27.378082191780823,35.106849315068494,31.126027397260277
65-69,2,92,0.334,3,33.57260273972603,31.04383561643836,33.69315068493151
65-69,2,93,0.333,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,75,0.735,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,0.628,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,93,0.888,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,94,0.749,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,0.69,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,2,75,0.405,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,77,0.266,3,30.12328767123288,35.38904109589041,33.2054794520548
70-74,2,78,0.31,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,91,0.254,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,94,0.372,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,92,0.539,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,1,93,0.584,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,1,95,0.484,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,77,0.829,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,92,0.729,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,94,0.794,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,95,0.852,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,75,0.51,3,36.11232876712329,29.65205479452055,34.893150684931506
75-79,2,78,0.306,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,94,0.513,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,95,0.512,3,31.115068493150684,35.342465753424655,33.05205479452055
80-84,1,78,0.692,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,93,0.905,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,0.818,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,78,0.358,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,2,92,0.383,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,94,0.51,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,1,91,0.516,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,1,94,0.594,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,77,0.133,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,92,0.328,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,93,0.306,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,2,94,0.234,3,33.66027397260274,31.40821917808219,33.74520547945205
85-89,2,95,0.134,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,75,0.41,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,95,0.591,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,2,92,0.213,3,33.57260273972603,31.04383561643836,33.69315068493151
90-94,2,94,0.244,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,77,0.207,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,78,0.23,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,91,0.173,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,94,0.256,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,75,0.159,3,36.11232876712329,29.65205479452055,34.893150684931506
tsage,1,77,0.157,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,91,0.148,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,94,0.163,3,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,95,0.145,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,2,78,0.084,3,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,91,0.078,3,28.649315068493152,34.536986301369865,30.945205479452056
tsage,2,95,0.07,3,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,77,0.117,3,30.12328767123288,35.38904109589041,33.2054794520548
tsage,1,93,0.11,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,75,0.008,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,1,93,0.013,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,75,0.016,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,75,0.013,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,77,0.023,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,2,92,0.02,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,2,93,0.024,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,94,0.078,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,1,91,0.043,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,92,0.04,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,75,0.086,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,78,0.092,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,92,0.113,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,0.12,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,94,0.101,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,95,0.126,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,2,91,0.082,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,75,0.089,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,91,0.101,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,94,0.081,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,95,0.113,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,77,0.22,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,78,0.243,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,95,0.141,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,78,0.188,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,91,0.17,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,1,93,0.181,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,77,0.41,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,95,0.263,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,77,0.175,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,91,0.181,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,2,93,0.187,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,94,0.206,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,1,75,0.259,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,75,0.484,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,0.454,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,92,0.443,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,78,0.205,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,91,0.224,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,93,0.185,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,2,94,0.24,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,75,0.373,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,0.324,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,91,0.36,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,94,0.319,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,1,95,0.281,3,31.115068493150684,35.342465753424655,33.05205479452055
75-79,1,77,0.569,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,78,0.43,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,92,0.534,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,94,0.5,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,2,92,0.22,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,93,0.218,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,78,0.312,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,91,0.34,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,1,92,0.359,3,33.57260273972603,31.04383561643836,33.69315068493151
80-84,1,78,0.411,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,93,0.517,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,0.505,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,75,0.328,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,1,78,0.283,3,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,92,0.478,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,0.699,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,0.576,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,75,0.219,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,77,0.159,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,91,0.193,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,93,0.179,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,77,0.292,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,94,0.341,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,75,0.356,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,78,0.31,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,91,0.168,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,94,0.154,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,77,0.185,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,94,0.201,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,95,0.254,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,93,0.011,2,35.93150684931507,32.013698630136986,34.78904109589041
35-39,1,75,0.02,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,75,0.018,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,95,0.013,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,78,0.032,2,27.378082191780823,35.106849315068494,31.126027397260277
40-44,1,93,0.053,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,95,0.047,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,2,75,0.018,2,36.11232876712329,29.65205479452055,34.893150684931506
40-44,2,78,0.034,2,27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,94,0.038,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,95,0.031,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,92,0.033,2,33.57260273972603,31.04383561643836,33.69315068493151
40-44,1,93,0.041,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,94,0.047,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,95,0.039,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,1,92,0.063,2,33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,93,0.091,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,94,0.103,2,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,95,0.098,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,2,91,0.068,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,92,0.059,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,77,0.186,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,91,0.173,2,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,94,0.264,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,94,0.153,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,95,0.116,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,1,91,0.141,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,78,0.318,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,91,0.349,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,78,0.224,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,2,91,0.274,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,94,0.252,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,75,0.282,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,91,0.311,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,92,0.297,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,0.736,2,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,95,0.655,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,75,0.417,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,2,91,0.39,2,28.649315068493152,34.536986301369865,30.945205479452056
60-64,2,92,0.417,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,0.334,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,95,0.395,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,78,0.514,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,1,92,0.514,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,93,0.537,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,1,95,0.519,2,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,93,1.043,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,77,0.467,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,91,0.424,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,2,93,0.52,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,94,0.535,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,95,0.433,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,91,1.195,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,92,1.172,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,75,0.689,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,78,0.515,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,95,0.476,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,1,75,0.927,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,94,0.865,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,93,1.378,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,95,1.379,2,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,92,0.567,2,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,78,0.789,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,93,0.922,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,94,0.863,2,33.66027397260274,31.40821917808219,33.74520547945205
80-84,1,77,1.255,2,30.12328767123288,35.38904109589041,33.2054794520548
80-84,2,77,0.426,2,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,95,0.852,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,77,1.015,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,0.956,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,92,1.073,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,1.118,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,1.03,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,75,0.537,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,77,0.292,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,92,0.512,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,95,0.317,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,75,0.73,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,1,77,0.546,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,94,0.701,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,75,0.761,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,77,0.697,2,30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,78,0.788,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,94,0.602,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,2,78,0.305,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,95,0.23,2,31.115068493150684,35.342465753424655,33.05205479452055
90-94,1,75,0.478,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,2,93,0.55,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,2,94,0.457,2,33.66027397260274,31.40821917808219,33.74520547945205
95et+,1,75,0.627,2,36.11232876712329,29.65205479452055,34.893150684931506
95et+,2,94,0.365,2,33.66027397260274,31.40821917808219,33.74520547945205
95et+,1,91,0.361,2,28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,92,0.35,2,33.57260273972603,31.04383561643836,33.69315068493151
95et+,2,94,0.374,2,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,91,0.234,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,93,0.235,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,94,0.246,2,33.66027397260274,31.40821917808219,33.74520547945205
tsage,2,78,0.14,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,93,0.113,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,94,0.145,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,78,0.023,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,1,91,0.029,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,1,93,0.032,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,94,0.047,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,1,93,0.027,3,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,75,0.067,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,91,0.056,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,1,92,0.048,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,94,0.085,3,33.66027397260274,31.40821917808219,33.74520547945205
